Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10
2014,Plumas,90,Prevention Quality Overall Composite,241,16981,1419.2,1152.8,,,
2015,Plumas,90,Prevention Quality Overall Composite,166,13237,1254.1,1055.2,,,
2016,Plumas,90,Prevention Quality Overall Composite,,,,,230,"15,622",1472.3
2017,Plumas,90,Prevention Quality Overall Composite,,,,,188,"15,592",1205.7
2005,Riverside,90,Prevention Quality Overall Composite,20386,1365225,1493.2,1637,,,
2006,Riverside,90,Prevention Quality Overall Composite,19623,1423074,1378.9,1518.3,,,
2007,Riverside,90,Prevention Quality Overall Composite,20135,1468741,1370.9,1507.6,,,
2008,Riverside,90,Prevention Quality Overall Composite,20043,1497677,1338.3,1458.7,,,
2009,Riverside,90,Prevention Quality Overall Composite,19473,1532584,1270.6,1373.1,,,
2010,Riverside,90,Prevention Quality Overall Composite,19538,1579716,1236.8,1331.4,,,
2011,Riverside,90,Prevention Quality Overall Composite,19669,1618245,1215.5,1301.1,,,
2012,Riverside,90,Prevention Quality Overall Composite,19041,1578971,1205.9,1234.5,,,
2013,Riverside,90,Prevention Quality Overall Composite,19633,1608253,1220.8,1235.7,,,
2014,Riverside,90,Prevention Quality Overall Composite,19110,1723126,1109,1167.2,,,
2015,Riverside,90,Prevention Quality Overall Composite,15010,1235866,1214.5,1190.8,,,
2016,Riverside,90,Prevention Quality Overall Composite,,,,,"18,705","1,772,763",1055.1
2017,Riverside,90,Prevention Quality Overall Composite,,,,,"18,471","1,807,055",1022.2
2005,Sacramento,90,Prevention Quality Overall Composite,12795,1001691,1277.3,1457.7,,,
2006,Sacramento,90,Prevention Quality Overall Composite,12856,1010429,1272.3,1444.4,,,
2007,Sacramento,90,Prevention Quality Overall Composite,13094,1020852,1282.7,1445.4,,,
2008,Sacramento,90,Prevention Quality Overall Composite,13358,1032542,1293.7,1444.4,,,
2009,Sacramento,90,Prevention Quality Overall Composite,12519,1046094,1196.7,1325.5,,,
2010,Sacramento,90,Prevention Quality Overall Composite,12227,1058518,1155.1,1268.9,,,
2011,Sacramento,90,Prevention Quality Overall Composite,11560,1075584,1074.8,1168.8,,,
2012,Sacramento,90,Prevention Quality Overall Composite,10740,1052498,1020.4,1069.2,,,
2013,Sacramento,90,Prevention Quality Overall Composite,11436,1066996,1071.8,1110.4,,,
2014,Sacramento,90,Prevention Quality Overall Composite,11791,1102714,1069.3,1131.7,,,
2015,Sacramento,90,Prevention Quality Overall Composite,9411,812828,1157.8,1162.6,,,
2016,Sacramento,90,Prevention Quality Overall Composite,,,,,"12,095","1,150,115",1051.6
2017,Sacramento,90,Prevention Quality Overall Composite,,,,,"13,111","1,166,304",1124.1
2005,San Benito,90,Prevention Quality Overall Composite,447,38212,1169.8,1460,,,
2006,San Benito,90,Prevention Quality Overall Composite,461,37946,1214.9,1484.8,,,
2007,San Benito,90,Prevention Quality Overall Composite,441,37962,1161.7,1396.6,,,
2008,San Benito,90,Prevention Quality Overall Composite,446,38262,1165.6,1380.2,,,
2009,San Benito,90,Prevention Quality Overall Composite,453,38665,1171.6,1369.4,,,
2010,San Benito,90,Prevention Quality Overall Composite,498,39605,1257.4,1457.3,,,
2011,San Benito,90,Prevention Quality Overall Composite,466,40272,1157.1,1319.9,,,
2012,San Benito,90,Prevention Quality Overall Composite,456,41408,1101.2,1247.3,,,
2013,San Benito,90,Prevention Quality Overall Composite,494,42194,1170.8,1309.8,,,
2014,San Benito,90,Prevention Quality Overall Composite,430,41257,1042.2,1149.9,,,
2015,San Benito,90,Prevention Quality Overall Composite,331,33018,1002.5,1093.9,,,
2016,San Benito,90,Prevention Quality Overall Composite,,,,,461,"43,840",1051.6
2017,San Benito,90,Prevention Quality Overall Composite,,,,,466,"44,802",1040.1
2005,San Bernardino,90,Prevention Quality Overall Composite,20883,1347408,1549.9,2023.7,,,
2006,San Bernardino,90,Prevention Quality Overall Composite,18752,1373516,1365.3,1780,,,
2007,San Bernardino,90,Prevention Quality Overall Composite,18872,1390849,1356.9,1756.9,,,
2008,San Bernardino,90,Prevention Quality Overall Composite,19822,1405191,1410.6,1802.7,,,
2009,San Bernardino,90,Prevention Quality Overall Composite,19425,1420975,1367,1723.2,,,
2010,San Bernardino,90,Prevention Quality Overall Composite,19222,1447189,1328.2,1656.7,,,
2011,San Bernardino,90,Prevention Quality Overall Composite,19016,1474036,1290.1,1595,,,
2012,San Bernardino,90,Prevention Quality Overall Composite,18693,1428592,1308.5,1544.2,,,
2013,San Bernardino,90,Prevention Quality Overall Composite,18823,1446673,1301.1,1514.7,,,
2014,San Bernardino,90,Prevention Quality Overall Composite,18093,1521005,1189.5,1430.4,,,
2015,San Bernardino,90,Prevention Quality Overall Composite,13851,1099744,1259.5,1413.7,,,
2016,San Bernardino,90,Prevention Quality Overall Composite,,,,,"17,593","1,565,005",1124.1
2017,San Bernardino,90,Prevention Quality Overall Composite,,,,,"18,308","1,585,735",1154.5
2005,San Diego,90,Prevention Quality Overall Composite,24840,2214544,1121.7,1285,,,
2006,San Diego,90,Prevention Quality Overall Composite,23959,2229606,1074.6,1225.7,,,
2007,San Diego,90,Prevention Quality Overall Composite,25741,2257236,1140.4,1289.8,,,
2008,San Diego,90,Prevention Quality Overall Composite,25736,2296616,1120.6,1258.1,,,
2009,San Diego,90,Prevention Quality Overall Composite,25902,2332413,1110.5,1239,,,
2010,San Diego,90,Prevention Quality Overall Composite,25738,2372232,1085,1204,,,
2011,San Diego,90,Prevention Quality Overall Composite,25661,2407960,1065.7,1175.3,,,
2012,San Diego,90,Prevention Quality Overall Composite,25028,2359002,1061,1129.3,,,
2013,San Diego,90,Prevention Quality Overall Composite,25162,2394181,1051,1109.3,,,
2014,San Diego,90,Prevention Quality Overall Composite,23894,2438827,979.7,1048.1,,,
2015,San Diego,90,Prevention Quality Overall Composite,18240,1829497,997,1024.1,,,
2016,San Diego,90,Prevention Quality Overall Composite,,,,,"23,594","2,588,559",911.5
2017,San Diego,90,Prevention Quality Overall Composite,,,,,"22,533","2,609,157",863.6
2005,San Francisco,90,Prevention Quality Overall Composite,8045,655221,1227.8,1318.3,,,
2006,San Francisco,90,Prevention Quality Overall Composite,7606,661295,1150.2,1238.2,,,
2007,San Francisco,90,Prevention Quality Overall Composite,7676,670554,1144.7,1231.7,,,
2008,San Francisco,90,Prevention Quality Overall Composite,7937,682007,1163.8,1254,,,
2009,San Francisco,90,Prevention Quality Overall Composite,7514,691485,1086.6,1171.2,,,
2010,San Francisco,90,Prevention Quality Overall Composite,7218,694817,1038.8,1109.3,,,
2011,San Francisco,90,Prevention Quality Overall Composite,6879,701324,980.9,1041.7,,,
2012,San Francisco,90,Prevention Quality Overall Composite,6712,704162,953.2,1002.3,,,
2013,San Francisco,90,Prevention Quality Overall Composite,6685,712981,937.6,980.7,,,
2014,San Francisco,90,Prevention Quality Overall Composite,6235,709035,879.4,917.1,,,
2015,San Francisco,90,Prevention Quality Overall Composite,4901,548383,893.7,926.6,,,
2016,San Francisco,90,Prevention Quality Overall Composite,,,,,"6,351","758,535",837.3
2017,San Francisco,90,Prevention Quality Overall Composite,,,,,"6,035","765,526",788.3
2005,San Joaquin,90,Prevention Quality Overall Composite,7828,458859,1706,1997.2,,,
2006,San Joaquin,90,Prevention Quality Overall Composite,7461,463522,1609.6,1878.5,,,
2007,San Joaquin,90,Prevention Quality Overall Composite,7058,468057,1507.9,1743.5,,,
2008,San Joaquin,90,Prevention Quality Overall Composite,7349,471774,1557.7,1785.2,,,
2009,San Joaquin,90,Prevention Quality Overall Composite,7213,478055,1508.8,1712.5,,,
2010,San Joaquin,90,Prevention Quality Overall Composite,7140,486701,1467,1652.8,,,
2011,San Joaquin,90,Prevention Quality Overall Composite,6750,495680,1361.8,1523.5,,,
2012,San Joaquin,90,Prevention Quality Overall Composite,6500,482094,1348.3,1448.9,,,
2013,San Joaquin,90,Prevention Quality Overall Composite,6417,486694,1318.5,1399.3,,,
2014,San Joaquin,90,Prevention Quality Overall Composite,6253,510294,1225.4,1341.4,,,
2015,San Joaquin,90,Prevention Quality Overall Composite,5014,370942,1351.7,1390.6,,,
2016,San Joaquin,90,Prevention Quality Overall Composite,,,,,"6,232","532,776",1169.7
2017,San Joaquin,90,Prevention Quality Overall Composite,,,,,"6,232","542,290",1149.2
2005,San Luis Obispo,90,Prevention Quality Overall Composite,1974,203700,969.1,958.9,,,
2006,San Luis Obispo,90,Prevention Quality Overall Composite,2039,205958,990,974.3,,,
2007,San Luis Obispo,90,Prevention Quality Overall Composite,2158,208250,1036.3,1007.5,,,
2008,San Luis Obispo,90,Prevention Quality Overall Composite,2139,211458,1011.5,975.8,,,
2009,San Luis Obispo,90,Prevention Quality Overall Composite,2081,213363,975.3,930.2,,,
2010,San Luis Obispo,90,Prevention Quality Overall Composite,1998,215558,926.9,877.3,,,
2011,San Luis Obispo,90,Prevention Quality Overall Composite,2020,216909,931.3,870,,,
2012,San Luis Obispo,90,Prevention Quality Overall Composite,1723,212867,809.4,733,,,
2013,San Luis Obispo,90,Prevention Quality Overall Composite,1710,214971,795.5,711,,,
2014,San Luis Obispo,90,Prevention Quality Overall Composite,1521,220837,688.7,625,,,
2015,San Luis Obispo,90,Prevention Quality Overall Composite,1288,162048,794.8,688.2,,,
2016,San Luis Obispo,90,Prevention Quality Overall Composite,,,,,"1,738","231,506",750.7
2017,San Luis Obispo,90,Prevention Quality Overall Composite,,,,,"1,758","232,919",754.8
2005,San Mateo,90,Prevention Quality Overall Composite,5530,535835,1032,1058.4,,,
2006,San Mateo,90,Prevention Quality Overall Composite,5156,536688,960.7,979.3,,,
2007,San Mateo,90,Prevention Quality Overall Composite,5341,540450,988.3,999.5,,,
2008,San Mateo,90,Prevention Quality Overall Composite,5304,548334,967.3,974.6,,,
2009,San Mateo,90,Prevention Quality Overall Composite,5034,556343,904.8,908,,,
2010,San Mateo,90,Prevention Quality Overall Composite,4993,561671,889,884.6,,,
2011,San Mateo,90,Prevention Quality Overall Composite,4591,567914,808.4,798,,,
2012,San Mateo,90,Prevention Quality Overall Composite,4273,563760,757.9,729.1,,,
2013,San Mateo,90,Prevention Quality Overall Composite,4510,572187,788.2,755.3,,,
2014,San Mateo,90,Prevention Quality Overall Composite,4035,567038,711.6,678.8,,,
2015,San Mateo,90,Prevention Quality Overall Composite,3250,438734,740.8,696.2,,,
2016,San Mateo,90,Prevention Quality Overall Composite,,,,,"3,820","607,802",628.5
2017,San Mateo,90,Prevention Quality Overall Composite,,,,,"3,738","611,146",611.6
2005,Santa Barbara,90,Prevention Quality Overall Composite,3033,306606,989.2,1042.1,,,
2006,Santa Barbara,90,Prevention Quality Overall Composite,3017,307420,981.4,1028,,,
2007,Santa Barbara,90,Prevention Quality Overall Composite,2897,310281,933.7,970.2,,,
2008,Santa Barbara,90,Prevention Quality Overall Composite,2640,314006,840.7,867.5,,,
2009,Santa Barbara,90,Prevention Quality Overall Composite,2576,317734,810.7,833.9,,,
2010,Santa Barbara,90,Prevention Quality Overall Composite,2531,321346,787.6,807.2,,,
2011,Santa Barbara,90,Prevention Quality Overall Composite,2367,323344,732,745.9,,,
2012,Santa Barbara,90,Prevention Quality Overall Composite,2458,314909,780.5,766.2,,,
2013,Santa Barbara,90,Prevention Quality Overall Composite,2519,319459,788.5,769.6,,,
2014,Santa Barbara,90,Prevention Quality Overall Composite,2404,324453,740.9,732.9,,,
2015,Santa Barbara,90,Prevention Quality Overall Composite,1746,241070,724.3,688.6,,,
2016,Santa Barbara,90,Prevention Quality Overall Composite,,,,,"2,221","346,424",641.1
2017,Santa Barbara,90,Prevention Quality Overall Composite,,,,,"2,295","348,437",658.7
2005,Santa Clara,90,Prevention Quality Overall Composite,12625,1267009,996.4,1188.5,,,
2006,Santa Clara,90,Prevention Quality Overall Composite,12525,1280352,978.2,1154.8,,,
2007,Santa Clara,90,Prevention Quality Overall Composite,12228,1297418,942.5,1100.5,,,
2008,Santa Clara,90,Prevention Quality Overall Composite,12553,1319407,951.4,1100.6,,,
2009,Santa Clara,90,Prevention Quality Overall Composite,11785,1339490,879.8,1006.2,,,
2010,Santa Clara,90,Prevention Quality Overall Composite,11451,1357407,843.6,952.6,,,
2011,Santa Clara,90,Prevention Quality Overall Composite,10837,1377352,786.8,876.6,,,
2012,Santa Clara,90,Prevention Quality Overall Composite,10250,1358776,754.4,812.6,,,
2013,Santa Clara,90,Prevention Quality Overall Composite,10764,1383328,778.1,829.1,,,
2014,Santa Clara,90,Prevention Quality Overall Composite,10343,1385342,746.6,796.5,,,
2015,Santa Clara,90,Prevention Quality Overall Composite,8586,1063381,807.4,835.6,,,
2016,Santa Clara,90,Prevention Quality Overall Composite,,,,,"11,247","1,497,619",751
2017,Santa Clara,90,Prevention Quality Overall Composite,,,,,"11,566","1,508,072",766.9
2005,Santa Cruz,90,Prevention Quality Overall Composite,1824,193146,944.4,1089.4,,,
2006,Santa Cruz,90,Prevention Quality Overall Composite,1955,193903,1008.2,1152.5,,,
2007,Santa Cruz,90,Prevention Quality Overall Composite,2079,195549,1063.2,1198.3,,,
2008,Santa Cruz,90,Prevention Quality Overall Composite,2107,198375,1062.1,1185.3,,,
2009,Santa Cruz,90,Prevention Quality Overall Composite,1835,201453,910.9,1007.2,,,
2010,Santa Cruz,90,Prevention Quality Overall Composite,1840,204230,900.9,990.5,,,
2011,Santa Cruz,90,Prevention Quality Overall Composite,1863,205429,906.9,982.1,,,
2012,Santa Cruz,90,Prevention Quality Overall Composite,1719,200679,856.6,897.7,,,
2013,Santa Cruz,90,Prevention Quality Overall Composite,1698,203323,835.1,863.4,,,
2014,Santa Cruz,90,Prevention Quality Overall Composite,1669,204815,814.9,850,,,
2015,Santa Cruz,90,Prevention Quality Overall Composite,1395,153534,908.6,907.4,,,
2016,Santa Cruz,90,Prevention Quality Overall Composite,,,,,"1,666","221,191",753.2
2017,Santa Cruz,90,Prevention Quality Overall Composite,,,,,"1,761","222,187",792.6
2005,Shasta,90,Prevention Quality Overall Composite,2438,133597,1824.9,1681.8,,,
2006,Shasta,90,Prevention Quality Overall Composite,2465,134702,1830,1678.2,,,
2007,Shasta,90,Prevention Quality Overall Composite,2465,135409,1820.4,1656.1,,,
2008,Shasta,90,Prevention Quality Overall Composite,2494,136355,1829,1650,,,
2009,Shasta,90,Prevention Quality Overall Composite,1994,137066,1454.8,1299.8,,,
2010,Shasta,90,Prevention Quality Overall Composite,2333,137755,1693.6,1496.3,,,
2011,Shasta,90,Prevention Quality Overall Composite,2493,138865,1795.3,1575,,,
2012,Shasta,90,Prevention Quality Overall Composite,2386,137373,1736.9,1480.9,,,
2013,Shasta,90,Prevention Quality Overall Composite,2277,138135,1648.4,1392,,,
2014,Shasta,90,Prevention Quality Overall Composite,2261,142262,1589.3,1359.9,,,
2015,Shasta,90,Prevention Quality Overall Composite,1631,104057,1567.4,1287.7,,,
2016,Shasta,90,Prevention Quality Overall Composite,,,,,"2,276","140,207",1623.3
2017,Shasta,90,Prevention Quality Overall Composite,,,,,"2,373","141,171",1680.9
2005,Sierra,90,Prevention Quality Overall Composite,29,2725,1064.2,884.3,,,
2006,Sierra,90,Prevention Quality Overall Composite,35,2774,1261.7,1064.3,,,
2007,Sierra,90,Prevention Quality Overall Composite,33,2756,1197.4,1003.3,,,
2008,Sierra,90,Prevention Quality Overall Composite,28,2742,1021.2,853.2,,,
2009,Sierra,90,Prevention Quality Overall Composite,40,2687,1488.6,1202.3,,,
2010,Sierra,90,Prevention Quality Overall Composite,36,2692,1337.3,1082.2,,,
2011,Sierra,90,Prevention Quality Overall Composite,43,2613,1645.6,1305.6,,,
2012,Sierra,90,Prevention Quality Overall Composite,32,4609,694.3,851.2,,,
2013,Sierra,90,Prevention Quality Overall Composite,25,4566,547.5,654.5,,,
2014,Sierra,90,Prevention Quality Overall Composite,22,3692,595.9,614.7,,,
2015,Sierra,90,Prevention Quality Overall Composite,13,4137,314.2,420.1,,,
2016,Sierra,90,Prevention Quality Overall Composite,,,,,28,"2,508",1116.4
2017,Sierra,90,Prevention Quality Overall Composite,,,,,23,"2,529",909.5
2005,Siskiyou,90,Prevention Quality Overall Composite,569,35143,1619.1,1344.9,,,
2006,Siskiyou,90,Prevention Quality Overall Composite,495,35080,1411.1,1163.9,,,
2007,Siskiyou,90,Prevention Quality Overall Composite,524,35195,1488.8,1214.3,,,
2008,Siskiyou,90,Prevention Quality Overall Composite,542,35541,1525,1240.6,,,
2009,Siskiyou,90,Prevention Quality Overall Composite,565,35511,1591.1,1285,,,
2010,Siskiyou,90,Prevention Quality Overall Composite,490,35719,1371.8,1105.3,,,
2011,Siskiyou,90,Prevention Quality Overall Composite,483,35459,1362.1,1082.3,,,
2012,Siskiyou,90,Prevention Quality Overall Composite,428,36324,1178.3,952.9,,,
2013,Siskiyou,90,Prevention Quality Overall Composite,530,36015,1471.6,1175.5,,,
2014,Siskiyou,90,Prevention Quality Overall Composite,451,36411,1238.6,983.8,,,
2015,Siskiyou,90,Prevention Quality Overall Composite,336,27121,1238.9,979.4,,,
2016,Siskiyou,90,Prevention Quality Overall Composite,,,,,438,"34,714",1261.7
2017,Siskiyou,90,Prevention Quality Overall Composite,,,,,472,"35,010",1348.2
2005,Solano,90,Prevention Quality Overall Composite,4076,301678,1351.1,1588.6,,,
2006,Solano,90,Prevention Quality Overall Composite,4190,303214,1381.9,1603.9,,,
2007,Solano,90,Prevention Quality Overall Composite,4188,304287,1376.3,1573.6,,,
2008,Solano,90,Prevention Quality Overall Composite,3950,306167,1290.1,1452.7,,,
2009,Solano,90,Prevention Quality Overall Composite,3922,308635,1270.8,1409.4,,,
2010,Solano,90,Prevention Quality Overall Composite,4297,313165,1372.1,1502.2,,,
2011,Solano,90,Prevention Quality Overall Composite,3709,316734,1171,1271.9,,,
2012,Solano,90,Prevention Quality Overall Composite,3423,312400,1095.7,1148.6,,,
2013,Solano,90,Prevention Quality Overall Composite,3326,317212,1048.5,1082.6,,,
2014,Solano,90,Prevention Quality Overall Composite,3265,320144,1019.9,1058.2,,,
2015,Solano,90,Prevention Quality Overall Composite,2408,242676,992.3,990.8,,,
2016,Solano,90,Prevention Quality Overall Composite,,,,,"3,414","341,190",1000.6
2017,Solano,90,Prevention Quality Overall Composite,,,,,"3,239","346,242",935.5
2005,Sonoma,90,Prevention Quality Overall Composite,3683,358116,1028.4,1031,,,
2006,Sonoma,90,Prevention Quality Overall Composite,3694,358614,1030.1,1023.9,,,
2007,Sonoma,90,Prevention Quality Overall Composite,3663,361223,1014.1,997.3,,,
2008,Sonoma,90,Prevention Quality Overall Composite,3532,366471,963.8,939.4,,,
2009,Sonoma,90,Prevention Quality Overall Composite,3410,372373,915.7,886.2,,,
2010,Sonoma,90,Prevention Quality Overall Composite,3428,377723,907.5,872.9,,,
2011,Sonoma,90,Prevention Quality Overall Composite,3259,381767,853.7,811.7,,,
2012,Sonoma,90,Prevention Quality Overall Composite,3013,375444,802.5,737.5,,,
2013,Sonoma,90,Prevention Quality Overall Composite,2913,380676,765.2,694.6,,,
2014,Sonoma,90,Prevention Quality Overall Composite,2748,383621,716.3,657.7,,,
2015,Sonoma,90,Prevention Quality Overall Composite,2319,289219,801.8,705.7,,,
2016,Sonoma,90,Prevention Quality Overall Composite,,,,,"2,954","402,727",733.5
2017,Sonoma,90,Prevention Quality Overall Composite,,,,,"2,937","404,309",726.4
2005,Stanislaus,90,Prevention Quality Overall Composite,5717,351584,1626.1,1890.8,,,
2006,Stanislaus,90,Prevention Quality Overall Composite,5860,355891,1646.6,1912,,,
2007,Stanislaus,90,Prevention Quality Overall Composite,5524,358840,1539.4,1775.4,,,
2008,Stanislaus,90,Prevention Quality Overall Composite,6086,360779,1686.9,1924.3,,,
2009,Stanislaus,90,Prevention Quality Overall Composite,6406,363949,1760.1,1988.5,,,
2010,Stanislaus,90,Prevention Quality Overall Composite,5936,368480,1610.9,1804.5,,,
2011,Stanislaus,90,Prevention Quality Overall Composite,5847,372846,1568.2,1742.6,,,
2012,Stanislaus,90,Prevention Quality Overall Composite,5622,362642,1550.3,1657.4,,,
2013,Stanislaus,90,Prevention Quality Overall Composite,5792,367108,1577.7,1667.5,,,
2014,Stanislaus,90,Prevention Quality Overall Composite,5454,381811,1428.5,1549.3,,,
2015,Stanislaus,90,Prevention Quality Overall Composite,4478,278069,1610.4,1644.4,,,
2016,Stanislaus,90,Prevention Quality Overall Composite,,,,,"5,478","393,987",1390.4
2017,Stanislaus,90,Prevention Quality Overall Composite,,,,,"5,301","399,374",1327.3
2005,STATEWIDE,90,Prevention Quality Overall Composite,354845,26447767,1341.7,1538.8,,,
2006,STATEWIDE,90,Prevention Quality Overall Composite,341057,26679922,1278.3,1458.3,,,
2007,STATEWIDE,90,Prevention Quality Overall Composite,345459,26935991,1282.5,1449.3,,,
2008,STATEWIDE,90,Prevention Quality Overall Composite,349989,27272115,1283.3,1437.5,,,
2009,STATEWIDE,90,Prevention Quality Overall Composite,344861,27630967,1248.1,1386,,,
2010,STATEWIDE,90,Prevention Quality Overall Composite,342517,28000795,1223.2,1346.5,,,
2011,STATEWIDE,90,Prevention Quality Overall Composite,336265,28396885,1184.2,1291.4,,,
2012,STATEWIDE,90,Prevention Quality Overall Composite,320331,27818744,1151.5,1211.3,,,
2013,STATEWIDE,90,Prevention Quality Overall Composite,314233,28195728,1114.5,1160.3,,,
2014,STATEWIDE,90,Prevention Quality Overall Composite,299059,28842375,1036.9,1094.9,,,
2015,STATEWIDE,90,Prevention Quality Overall Composite,235765,21475326,1097.8,1108.8,,,
2016,STATEWIDE,90,Prevention Quality Overall Composite,,,,,"302,015","30,206,738",999.8
2017,STATEWIDE,90,Prevention Quality Overall Composite,,,,,"301,590","30,476,529",989.6
2005,Sutter,90,Prevention Quality Overall Composite,1008,64008,1574.8,1704.4,,,
2006,Sutter,90,Prevention Quality Overall Composite,950,65772,1444.4,1566.3,,,
2007,Sutter,90,Prevention Quality Overall Composite,890,67100,1326.4,1433.2,,,
2008,Sutter,90,Prevention Quality Overall Composite,1113,67885,1639.5,1740.4,,,
2009,Sutter,90,Prevention Quality Overall Composite,1238,68389,1810.2,1899,,,
2010,Sutter,90,Prevention Quality Overall Composite,1128,68807,1639.4,1695,,,
2011,Sutter,90,Prevention Quality Overall Composite,1080,69305,1558.3,1591.7,,,
2012,Sutter,90,Prevention Quality Overall Composite,1090,68806,1584.2,1589.6,,,
2013,Sutter,90,Prevention Quality Overall Composite,982,69609,1410.7,1399.4,,,
2014,Sutter,90,Prevention Quality Overall Composite,1063,72717,1461.8,1481.9,,,
2015,Sutter,90,Prevention Quality Overall Composite,833,52739,1579.5,1509.4,,,
2016,Sutter,90,Prevention Quality Overall Composite,,,,,"1,036","70,836",1462.5
2017,Sutter,90,Prevention Quality Overall Composite,,,,,"1,019","71,561",1424
2005,Tehama,90,Prevention Quality Overall Composite,744,44895,1657.2,1530.8,,,
2006,Tehama,90,Prevention Quality Overall Composite,661,45563,1450.7,1344.9,,,
2007,Tehama,90,Prevention Quality Overall Composite,798,46078,1731.8,1604.6,,,
2008,Tehama,90,Prevention Quality Overall Composite,728,46523,1564.8,1452.3,,,
2009,Tehama,90,Prevention Quality Overall Composite,709,46816,1514.4,1395.5,,,
2010,Tehama,90,Prevention Quality Overall Composite,629,47599,1321.5,1213.8,,,
2011,Tehama,90,Prevention Quality Overall Composite,657,47875,1372.3,1237.6,,,
2012,Tehama,90,Prevention Quality Overall Composite,679,48301,1405.8,1267.3,,,
2013,Tehama,90,Prevention Quality Overall Composite,666,48413,1375.7,1225.7,,,
2014,Tehama,90,Prevention Quality Overall Composite,640,49807,1285,1164.6,,,
2015,Tehama,90,Prevention Quality Overall Composite,496,36663,1352.9,1185.3,,,
2016,Tehama,90,Prevention Quality Overall Composite,,,,,614,"48,265",1272.1
2017,Tehama,90,Prevention Quality Overall Composite,,,,,613,"48,583",1261.8
2005,Trinity,90,Prevention Quality Overall Composite,196,10730,1826.7,1674.3,,,
2006,Trinity,90,Prevention Quality Overall Composite,183,10964,1669.1,1489.8,,,
2007,Trinity,90,Prevention Quality Overall Composite,195,11018,1769.8,1554,,,
2008,Trinity,90,Prevention Quality Overall Composite,178,11094,1604.5,1377,,,
2009,Trinity,90,Prevention Quality Overall Composite,212,11212,1890.8,1599.9,,,
2010,Trinity,90,Prevention Quality Overall Composite,227,11321,2005.1,1670.2,,,
2011,Trinity,90,Prevention Quality Overall Composite,187,11284,1657.2,1354.6,,,
2012,Trinity,90,Prevention Quality Overall Composite,149,13009,1145.4,1042,,,
2013,Trinity,90,Prevention Quality Overall Composite,222,12954,1713.8,1527.9,,,
2014,Trinity,90,Prevention Quality Overall Composite,212,12541,1690.5,1442.8,,,
2015,Trinity,90,Prevention Quality Overall Composite,160,10219,1565.7,1416,,,
2016,Trinity,90,Prevention Quality Overall Composite,,,,,176,"10,666",1650.1
2017,Trinity,90,Prevention Quality Overall Composite,,,,,177,"10,554",1677.1
2005,Tulare,90,Prevention Quality Overall Composite,4568,274190,1666,1998.9,,,
2006,Tulare,90,Prevention Quality Overall Composite,4364,279155,1563.3,1879.1,,,
2007,Tulare,90,Prevention Quality Overall Composite,4541,284348,1597,1916.7,,,
2008,Tulare,90,Prevention Quality Overall Composite,4528,289358,1564.8,1868.5,,,
2009,Tulare,90,Prevention Quality Overall Composite,4764,294800,1616,1925,,,
2010,Tulare,90,Prevention Quality Overall Composite,4943,299782,1648.9,1951.4,,,
2011,Tulare,90,Prevention Quality Overall Composite,4969,304563,1631.5,1924.8,,,
2012,Tulare,90,Prevention Quality Overall Composite,4526,294333,1537.7,1742.2,,,
2013,Tulare,90,Prevention Quality Overall Composite,4323,297733,1452,1636.3,,,
2014,Tulare,90,Prevention Quality Overall Composite,4134,312899,1321.2,1529.9,,,
2015,Tulare,90,Prevention Quality Overall Composite,3346,224331,1491.5,1628.9,,,
2016,Tulare,90,Prevention Quality Overall Composite,,,,,"4,207","317,183",1326.4
2017,Tulare,90,Prevention Quality Overall Composite,,,,,"4,338","320,767",1352.4
2005,Tuolumne,90,Prevention Quality Overall Composite,646,46037,1403.2,1211.9,,,
2006,Tuolumne,90,Prevention Quality Overall Composite,634,46178,1372.9,1174.3,,,
2007,Tuolumne,90,Prevention Quality Overall Composite,614,46095,1332,1121.3,,,
2008,Tuolumne,90,Prevention Quality Overall Composite,567,46161,1228.3,1019.7,,,
2009,Tuolumne,90,Prevention Quality Overall Composite,508,45938,1105.8,905.6,,,
2010,Tuolumne,90,Prevention Quality Overall Composite,522,45625,1144.1,925.1,,,
2011,Tuolumne,90,Prevention Quality Overall Composite,539,45626,1181.3,944.3,,,
2012,Tuolumne,90,Prevention Quality Overall Composite,545,45848,1188.7,951.4,,,
2013,Tuolumne,90,Prevention Quality Overall Composite,584,45814,1274.7,1004.5,,,
2014,Tuolumne,90,Prevention Quality Overall Composite,603,46483,1297.2,1018.1,,,
2015,Tuolumne,90,Prevention Quality Overall Composite,457,34447,1326.7,1033.6,,,
2016,Tuolumne,90,Prevention Quality Overall Composite,,,,,576,"44,818",1285.2
2017,Tuolumne,90,Prevention Quality Overall Composite,,,,,525,"45,189",1161.8
2005,Ventura,90,Prevention Quality Overall Composite,5996,579688,1034.3,1161.8,,,
2006,Ventura,90,Prevention Quality Overall Composite,5644,584984,964.8,1071.9,,,
2007,Ventura,90,Prevention Quality Overall Composite,5675,588179,964.8,1060.3,,,
2008,Ventura,90,Prevention Quality Overall Composite,5904,594902,992.4,1076.3,,,
2009,Ventura,90,Prevention Quality Overall Composite,6096,603759,1009.7,1083,,,
2010,Ventura,90,Prevention Quality Overall Composite,6212,613523,1012.5,1077.4,,,
